nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,cable_t2_attache,tariff_id
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBAAMX,37852e63-c46f-52ea-926f-16bedeae193f,"VARAGES - Place De La Liberation",Voirie,"Place De La Liberation 83670 VARAGES","83145","[5.960407, 43.597668]",2,FREBNEBAAMX1,6bacf487-5509-591f-b077-b3289db49cbb,22,true,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"25361939037180",,,2026-05-05,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBAAMX,37852e63-c46f-52ea-926f-16bedeae193f,"VARAGES - Place De La Liberation",Voirie,"Place De La Liberation 83670 VARAGES","83145","[5.960407, 43.597668]",2,FREBNEBAAMX2,30478281-27c1-5ebe-8143-d86b4c239a83,22,true,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"25361939037180",,,2026-05-05,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBAAUX,34f8187b-950c-5286-b9bf-f8b0bc7e61e2,"ANNOT - Place du Germe",Voirie,"2 D908 04240 ANNOT","04008","[6.667651, 43.965362]",2,FREBNEBAAUX1,16cf09d8-d1be-51e6-995e-046ffea108bc,22,true,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"25428219836529",,,2026-05-05,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBAAUX,34f8187b-950c-5286-b9bf-f8b0bc7e61e2,"ANNOT - Place du Germe",Voirie,"2 D908 04240 ANNOT","04008","[6.667651, 43.965362]",2,FREBNEBAAUX2,285aa72b-1d01-5cb4-8be1-4bbe56f9cc25,22,true,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"25428219836529",,,2026-05-05,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBAAWG,bdd63051-e557-5d09-9464-ef5b9a499ae0,"SAINT ETIENNE LES ORGUES - Parking de la Poste",Voirie,"168 Boulevard du 6 Juin 1944 04230 Saint-Étienne-les-Orgues","04178","[5.78116, 44.043]",2,FREBNEBAAWG1,49351644-c9db-5bf9-8cbc-1ed6ab60eb10,22,true,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"25631548435799",,,2026-05-05,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBAAWG,bdd63051-e557-5d09-9464-ef5b9a499ae0,"SAINT ETIENNE LES ORGUES - Parking de la Poste",Voirie,"168 Boulevard du 6 Juin 1944 04230 Saint-Étienne-les-Orgues","04178","[5.78116, 44.043]",2,FREBNEBAAWG2,1f6daa63-1c1d-54aa-bd68-99047bf62fee,22,true,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"25631548435799",,,2026-05-05,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBAAZG,0217ba86-0e0b-567e-823c-412b97eef84e,"BUIS LES BARONNIES - Allee des Platanes",Voirie,"Allée des Platanes 26170 BUIS-LES-BARONNIES","26063","[5.277503, 44.277843]",2,FREBNEBAAZG1,c257c80c-3f30-55b7-ae54-592430eec4d7,22,true,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"19735600459452",,,2026-05-06,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBAAZG,0217ba86-0e0b-567e-823c-412b97eef84e,"BUIS LES BARONNIES - Allee des Platanes",Voirie,"Allée des Platanes 26170 BUIS-LES-BARONNIES","26063","[5.277503, 44.277843]",2,FREBNEBAAZG2,d9a63524-a50a-5466-84cb-9e1632ccec0f,22,true,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"19735600459452",,,2026-05-06,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBAAZH,f0d5085d-1045-508a-bbe3-a158cdafebb1,"LA CHAPELLE SOUS AUBENAS - parking chemin des Grads",Voirie,"21 Chemin des Grads 07200 LACHAPELLE-SOUS-AUBENAS","07122","[4.364213, 44.563303]",2,FREBNEBAAZH1,8703ced5-7dd5-5bb7-add1-d967a0264fc5,22,true,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"50068532407607",,,2026-05-05,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBAAZH,f0d5085d-1045-508a-bbe3-a158cdafebb1,"LA CHAPELLE SOUS AUBENAS - parking chemin des Grads",Voirie,"21 Chemin des Grads 07200 LACHAPELLE-SOUS-AUBENAS","07122","[4.364213, 44.563303]",2,FREBNEBAAZH2,e784c46f-be95-546d-be4e-d8ed5217cb96,24,false,false,true,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"50068532407607",,,2026-05-05,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBABCX,285bea3f-eb66-5b95-9362-64c9116f0df3,"LE BOURGET DU LAC - Boulevard du lac",Voirie,"Boulevard du lac 73370 LE BOURGET DU LAC","73051","[5.859653, 45.65551]",2,FREBNEBABCX1,6498e03d-5afe-575e-a890-adbb78d27282,22,true,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"19654558534414",,,2026-05-05,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBABCX,285bea3f-eb66-5b95-9362-64c9116f0df3,"LE BOURGET DU LAC - Boulevard du lac",Voirie,"Boulevard du lac 73370 LE BOURGET DU LAC","73051","[5.859653, 45.65551]",2,FREBNEBABCX2,849b81d8-a683-5f77-9392-4217578a84b2,22,true,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"19654558534414",,,2026-05-05,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBABDA,b6db1442-e58a-5d4e-b7fa-4b7142283134,"LORIOL-SUR-DROME - Place du Champ de Mars",Voirie,"Place du Champ de Mars 26270 LORIOL-SUR-DRÔME","26166","[4.819203, 44.752152]",2,FREBNEBABDA1,e0b1847d-4b31-5564-bae3-06d3c4c96751,24,false,false,true,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"19716642428802",,,2026-05-06,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBABDA,b6db1442-e58a-5d4e-b7fa-4b7142283134,"LORIOL-SUR-DROME - Place du Champ de Mars",Voirie,"Place du Champ de Mars 26270 LORIOL-SUR-DRÔME","26166","[4.819203, 44.752152]",2,FREBNEBABDA2,35d200ba-1f98-5eb3-ab43-c106b975515c,22,false,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"19716642428802",,,2026-05-06,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBABKJ,6724f4fc-c7c0-57d9-979b-4b979c395093,"AUZET - Parking le Village",Voirie,"Parking le Village 04140 AUZET","04017","[6.31728, 44.294163]",2,FREBNEBABKJ1,d788c181-f171-5b07-8add-350b1081ec94,24,false,false,true,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"50037553928001",,,2026-05-05,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBABKJ,6724f4fc-c7c0-57d9-979b-4b979c395093,"AUZET - Parking le Village",Voirie,"Parking le Village 04140 AUZET","04017","[6.31728, 44.294163]",2,FREBNEBABKJ2,d400deee-3525-514a-9f3a-1bccba838a66,22,false,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"50037553928001",,,2026-05-05,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBABVK,9f2401a6-9b67-593a-9827-c8bc73235a99,"TOULON - Plages Du Mourillon Entree Ouest 1 1",Voirie,"683 Littoral Frédéric Mistral 83000 TOULON","83137","[5.943407, 43.1085]",2,FREBNEBABVK1,8bb1132d-62f2-59a8-9027-bfe0476146e1,22,true,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"25351519350101",,,2026-05-06,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBABVK,9f2401a6-9b67-593a-9827-c8bc73235a99,"TOULON - Plages Du Mourillon Entree Ouest 1 1",Voirie,"683 Littoral Frédéric Mistral 83000 TOULON","83137","[5.943407, 43.1085]",2,FREBNEBABVK2,d2e33005-707b-573f-93a0-195fb1b808b9,22,true,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"25351519350101",,,2026-05-06,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBABWW,966fed8e-713a-593a-8584-2c535f97a28c,"TALLARD - Place du General de Gaulle",Voirie,"8 Place du Gén de Gaulle 05130 TALLARD","05170","[6.0564, 44.4629]",2,FREBNEBABWW1,f77e3648-79cc-50d0-ac56-ee793c7c87d4,22,true,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"50037277365207",,,2026-05-06,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBABWW,966fed8e-713a-593a-8584-2c535f97a28c,"TALLARD - Place du General de Gaulle",Voirie,"8 Place du Gén de Gaulle 05130 TALLARD","05170","[6.0564, 44.4629]",2,FREBNEBABWW2,b3bb7de0-7bbe-5168-aad9-c68121abeff9,22,true,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"50037277365207",,,2026-05-06,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBACSX,7a089521-f188-5f49-89c3-200f62381602,"VIRIEU - Rue de la Barbeniere",Voirie,"31 Rue de Barbenière 38730 Val-de-Virieu","38560","[5.476562, 45.485728]",2,FREBNEBACSX1,bd0661af-98e0-594e-840c-37aeaacbc7bc,22,true,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"19305065008601",,,2026-05-05,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBACSX,7a089521-f188-5f49-89c3-200f62381602,"VIRIEU - Rue de la Barbeniere",Voirie,"31 Rue de Barbenière 38730 Val-de-Virieu","38560","[5.476562, 45.485728]",2,FREBNEBACSX2,8db7acb0-da5c-56ca-b3b5-f6509799ac70,22,true,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"19305065008601",,,2026-05-05,,b903ac6b-501b-5f4b-94a3-3027c24318c5
SPBR1,882332562,contact@eborn.fr,EASYCHARGE,contact@eborn.fr,tel:+33-4-23-10-03-50,eborn,FREBNPBACWV,fef0464f-8a9f-5383-b446-3d245010d9df,"ROANNE - Boulevard Jean Baptiste Clement",Voirie,"Boulevard Jean Baptiste Clément 42300 ROANNE","42187","[4.082342, 46.042776]",2,FREBNEBACWV1,0fa82f28-f84a-5b6b-b519-d3cff04c496a,22,true,true,false,false,false,false,true,true,false,"entre 08:00 et 20:00 : 0.30916667€ par kwh de charge, 3.75€ par heure d'occupation hors charge, entre 20:00 et 08:00 : 0.30916667€ par kwh de charge, par défaut : 0.30916667€ par kwh de charge",Accès libre,true,"24/7",Accessibilité inconnue,inconnu,false,Direct,"19895368903892",,,2026-05-06,,b903ac6b-501b-5f4b-94a3-3027c24318c5
